Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[387]    0.0    0.00    0.00       6         interp_rate() [387]
-----------------------------------------------
                0.00    0.00       6/6           thumbExecute() [3]
[388]    0.0    0.00    0.00       6         BIOS_CpuFastSet() [388]
                0.00    0.00    7553/14670       CPUReadMemory(unsigned int) [269]
-----------------------------------------------
                0.00    0.00       1/6           CPULoadRom(char const*) [487]
                0.00    0.00       1/6           CPUReset() [89]
                0.00    0.00       4/6           thumb80(unsigned int) [12]
[389]    0.0    0.00    0.00       6         CPUUpdateRenderBuffers(bool) [389]
-----------------------------------------------
                0.00    0.00       5/5           thumbExecute() [3]
[390]    0.0    0.00    0.00       5         thumb00_09(unsigned int) [390]
-----------------------------------------------
                0.00    0.00       2/5           Blip_Synth_::volume_unit(double) [375]
                0.00    0.00       3/5           remake_stereo_buffer() [467]
[391]    0.0    0.00    0.00       5         Blip_Synth_::treble_eq(blip_eq_t const&) [391]
                0.00    0.00       5/5           blip_eq_t::generate(float*, int) const [392]
-----------------------------------------------
                0.00    0.00       5/5           Blip_Synth_::treble_eq(blip_eq_t const&) [391]
[392]    0.0    0.00    0.00       5         blip_eq_t::generate(float*, int) const [392]
-----------------------------------------------
                0.00    0.00       4/4           CPULoop(int) [1]
[393]    0.0    0.00    0.00       4         applyTimer() [393]
                0.00    0.00       4/6           interp_rate() [387]
-----------------------------------------------
                0.00    0.00       4/4           thumbExecute() [3]
[394]    0.0    0.00    0.00       4         BIOS_LZ77UnCompVram() [394]
                0.00    0.00   24240/24240       CPUWriteHalfWord(unsigned int, unsigned short) [256]
                0.00    0.00   19712/19712       CPUReadByte(unsigned int) [258]
                0.00    0.00       4/14670       CPUReadMemory(unsigned int) [269]
-----------------------------------------------
                0.00    0.00       4/4           thumbExecute() [3]
[395]    0.0    0.00    0.00       4         thumb00_0E(unsigned int) [395]
-----------------------------------------------
                0.00    0.00       4/4           thumbExecute() [3]
[396]    0.0    0.00    0.00       4         thumb00_11(unsigned int) [396]
-----------------------------------------------
                0.00    0.00       4/4           thumbExecute() [3]
[397]    0.0    0.00    0.00       4         thumb1A_3(unsigned int) [397]
-----------------------------------------------
                                   1             fex_t::read_v(void*, int) <cycle 2> [479]
                0.00    0.00       1/3           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
                0.00    0.00       2/3           fex_open [107]
[398]    0.0    0.00    0.00       4         Data_Reader::read(void*, int) <cycle 2> [398]
                0.00    0.00       3/3           Std_File_Reader::read_v(void*, int) [409]
                                   1             fex_t::read_v(void*, int) <cycle 2> [479]
-----------------------------------------------
                0.00    0.00       4/4           soundEvent(unsigned int, unsigned short) <cycle 1> [30]
[399]    0.0    0.00    0.00       4         Gba_Pcm_Fifo::write_control(int) [399]
                0.00    0.00       4/18          Gba_Pcm::apply_control(int) [379]
-----------------------------------------------
                0.00    0.00       4/4           fex_t::fex_t(fex_type_t_ const*) [433]
[400]    0.0    0.00    0.00       4         blargg_vector_::init() [400]
-----------------------------------------------
                0.00    0.00       2/4           fex_t::open(char const*) [430]
                0.00    0.00       2/4           fex_t::close() [432]
[401]    0.0    0.00    0.00       4         Binary_Extractor::close_v() [401]
-----------------------------------------------
                0.00    0.00       4/4           apply_muting() [466]
[402]    0.0    0.00    0.00       4         Gb_Apu::set_output(Blip_Buffer*, Blip_Buffer*, Blip_Buffer*, int) [402]
-----------------------------------------------
                0.00    0.00       1/3           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
                0.00    0.00       2/3           utilFindType(char const*) [530]
[403]    0.0    0.00    0.00       3         applyPatch(char const*, unsigned char**, int*) [403]
-----------------------------------------------
                0.00    0.00       3/3           Stereo_Buffer::set_sample_rate(long, int) [470]
[404]    0.0    0.00    0.00       3         Blip_Buffer::set_sample_rate(long, int) [404]
-----------------------------------------------
                0.00    0.00       1/3           soundReset() [97]
                0.00    0.00       2/3           Stereo_Buffer::clear() [471]
[405]    0.0    0.00    0.00       3         Blip_Buffer::clear(int) [405]
-----------------------------------------------
                0.00    0.00       3/3           Stereo_Buffer::Stereo_Buffer() [472]
[406]    0.0    0.00    0.00       3         Blip_Buffer::Blip_Buffer() [406]
-----------------------------------------------
                0.00    0.00       3/3           Stereo_Buffer::~Stereo_Buffer() [473]
[407]    0.0    0.00    0.00       3         Blip_Buffer::~Blip_Buffer() [407]
-----------------------------------------------
                0.00    0.00       1/3           fex_t::open_arc_file(bool) [478]
                0.00    0.00       2/3           fex_open [107]
[408]    0.0    0.00    0.00       3         Std_File_Reader::open(char const*) [408]
-----------------------------------------------
                0.00    0.00       3/3           Data_Reader::read(void*, int) <cycle 2> [398]
[409]    0.0    0.00    0.00       3         Std_File_Reader::read_v(void*, int) [409]
-----------------------------------------------
                0.00    0.00       1/3           fex_t::open_arc_file(bool) [478]
                0.00    0.00       2/3           fex_open [107]
[410]    0.0    0.00    0.00       3         Std_File_Reader::Std_File_Reader() [410]
-----------------------------------------------
                0.00    0.00       1/3           Binary_Extractor::stat_v() [475]
                0.00    0.00       2/3           Binary_Extractor::open_path_v() [428]
[411]    0.0    0.00    0.00       3         fex_t::set_name(char const*, wchar_t const*) [411]
-----------------------------------------------
                0.00    0.00       1/3           soundReset() [97]
                0.00    0.00       2/3           remake_stereo_buffer() [467]
[412]    0.0    0.00    0.00       3         Gb_Apu::reset(Gb_Apu::mode_t, bool) [412]
                0.00    0.00      96/144         Gb_Wave::access(unsigned int) const [368]
                0.00    0.00       3/25          Blip_Synth_::volume_unit(double) [375]
                0.00    0.00       3/8           Gb_Apu::reset_regs() [385]
-----------------------------------------------
                0.00    0.00       1/3           remake_stereo_buffer() [467]
                0.00    0.00       1/3           CPUWriteByte(unsigned int, unsigned char) [91]
                0.00    0.00       1/3           thumb80(unsigned int) [12]
[413]    0.0    0.00    0.00       3         Gb_Apu::volume(double) [413]
                0.00    0.00       2/25          Blip_Synth_::volume_unit(double) [375]
-----------------------------------------------
                0.00    0.00       3/3           Stereo_Buffer::clock_rate(long) [469]
[414]    0.0    0.00    0.00       3         Blip_Buffer::clock_rate_factor(long) const [414]
-----------------------------------------------
                0.00    0.00       2/2           LoadConfig() [488]
[415]    0.0    0.00    0.00       2         ReadPrefHex(char const*, int) [415]
                0.00    0.00       2/155         LoadConfigFile() [366]
                0.00    0.00       2/91          iniparser_getstring [100]
-----------------------------------------------
                0.00    0.00       1/2           CPUInit(char const*, bool) [718]
                0.00    0.00       1/2           LoadConfig() [488]
[416]    0.0    0.00    0.00       2         agbPrintEnable(bool) [416]
-----------------------------------------------
                0.00    0.00       2/2           soundShutdown() [446]
[417]    0.0    0.00    0.00       2         systemOnSoundShutdown() [417]
-----------------------------------------------
                0.00    0.00       1/2           utilFindType(char const*) [530]
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[418]    0.0    0.00    0.00       2         utilStripDoubleExtension(char const*, char*) [418]
-----------------------------------------------
                0.00    0.00       1/2           LoadConfig() [488]
                0.00    0.00       1/2           utilGBAFindSave(int) [55]
[419]    0.0    0.00    0.00       2         rtcEnable(bool) [419]
-----------------------------------------------
                0.00    0.00       2/2           fex_open [107]
[420]    0.0    0.00    0.00       2         new_binary() [420]
                0.00    0.00       2/2           fex_t::fex_t(fex_type_t_ const*) [433]
-----------------------------------------------
                0.00    0.00       2/2           thumbExecute() [3]
[421]    0.0    0.00    0.00       2         thumb00_0A(unsigned int) [421]
-----------------------------------------------
                0.00    0.00       2/2           thumbExecute() [3]
[422]    0.0    0.00    0.00       2         thumb08_06(unsigned int) [422]
-----------------------------------------------
                0.00    0.00       2/2           thumbExecute() [3]
[423]    0.0    0.00    0.00       2         thumb08_07(unsigned int) [423]
-----------------------------------------------
                0.00    0.00       2/2           thumbExecute() [3]
[424]    0.0    0.00    0.00       2         thumb10_01(unsigned int) [424]
-----------------------------------------------
                0.00    0.00       2/2           Gb_Apu::Gb_Apu() [481]
[425]    0.0    0.00    0.00       2         Blip_Synth_::Blip_Synth_(short*, int) [425]
-----------------------------------------------
                0.00    0.00       2/2           fex_t::open(char const*) [430]
[426]    0.0    0.00    0.00       2         blargg_vector_::resize_(unsigned long, unsigned long) [426]
-----------------------------------------------
                0.00    0.00       2/2           fex_open [107]
[427]    0.0    0.00    0.00       2         Std_File_Reader::~Std_File_Reader() [427]
-----------------------------------------------
                0.00    0.00       2/2           fex_t::open(char const*) [430]
[428]    0.0    0.00    0.00       2         Binary_Extractor::open_path_v() [428]
                0.00    0.00       2/3           fex_t::set_name(char const*, wchar_t const*) [411]
-----------------------------------------------
                0.00    0.00       1/2           utilFindType(char const*) [530]
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[429]    0.0    0.00    0.00       2         Binary_Extractor::~Binary_Extractor() [429]
                0.00    0.00       2/16          blargg_vector_::clear() [380]
                0.00    0.00       2/2           fex_t::~fex_t() [434]
                0.00    0.00       2/2           fex_t::close() [432]
-----------------------------------------------
                0.00    0.00       2/2           fex_open [107]
[430]    0.0    0.00    0.00       2         fex_t::open(char const*) [430]
                0.00    0.00       4/16          blargg_vector_::clear() [380]
                0.00    0.00       2/2           blargg_vector_::resize_(unsigned long, unsigned long) [426]
                0.00    0.00       2/4           Binary_Extractor::close_v() [401]
                0.00    0.00       2/2           Binary_Extractor::open_path_v() [428]
-----------------------------------------------
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
                0.00    0.00       1/2           fex_read [108]
[431]    0.0    0.00    0.00       2         fex_t::stat() [431]
                0.00    0.00       1/1           Binary_Extractor::stat_v() [475]
-----------------------------------------------
                0.00    0.00       2/2           Binary_Extractor::~Binary_Extractor() [429]
[432]    0.0    0.00    0.00       2         fex_t::close() [432]
                0.00    0.00       4/16          blargg_vector_::clear() [380]
                0.00    0.00       2/4           Binary_Extractor::close_v() [401]
                0.00    0.00       1/1           Std_File_Reader::~Std_File_Reader() [474]
-----------------------------------------------
                0.00    0.00       2/2           new_binary() [420]
[433]    0.0    0.00    0.00       2         fex_t::fex_t(fex_type_t_ const*) [433]
                0.00    0.00       4/4           blargg_vector_::init() [400]
                0.00    0.00       4/16          blargg_vector_::clear() [380]
-----------------------------------------------
                0.00    0.00       2/2           Binary_Extractor::~Binary_Extractor() [429]
[434]    0.0    0.00    0.00       2         fex_t::~fex_t() [434]
                0.00    0.00       2/16          blargg_vector_::clear() [380]
-----------------------------------------------
                0.00    0.00       1/2           soundInit() [733]
                0.00    0.00       1/2           SoundSDL::write(unsigned short*, int) [328]
[435]    0.0    0.00    0.00       2         SoundSDL::init(long) [435]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1391]
[436]    0.0    0.00    0.00       1         _GLOBAL__sub_I_debugger [436]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1391]
[437]    0.0    0.00    0.00       1         _GLOBAL__sub_I_dexp_result [437]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1391]
[438]    0.0    0.00    0.00       1         _GLOBAL__sub_I_inBios [438]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1391]
[439]    0.0    0.00    0.00       1         _GLOBAL__sub_I_remotePort [439]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1391]
[440]    0.0    0.00    0.00       1         _GLOBAL__sub_I_soundDriver [440]
-----------------------------------------------
                0.00    0.00       1/1           CPULoadRom(char const*) [487]
[441]    0.0    0.00    0.00       1         eepromInit() [441]
-----------------------------------------------
                0.00    0.00       1/1           SetSaveType(int) [443]
[442]    0.0    0.00    0.00       1         flashReset() [442]
-----------------------------------------------
                0.00    0.00       1/1           CPUReset() [89]
[443]    0.0    0.00    0.00       1         SetSaveType(int) [443]
                0.00    0.00       1/1           flashReset() [442]
-----------------------------------------------
                0.00    0.00       1/1           sdlApplyPerImagePreferences() [808]
[444]    0.0    0.00    0.00       1         sdlFindFile(char const*) [444]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[445]    0.0    0.00    0.00       1         flashSetSize(int) [445]
-----------------------------------------------
                0.00    0.00       1/1           systemSoundInit() [454]
[446]    0.0    0.00    0.00       1         soundShutdown() [446]
                0.00    0.00       2/2           systemOnSoundShutdown() [417]
                0.00    0.00       1/1           SoundSDL::~SoundSDL() [485]
                0.00    0.00       1/1           Stereo_Buffer::~Stereo_Buffer() [473]
-----------------------------------------------
                0.00    0.00       1/1           CPUWriteBatteryFile(char const*) [459]
[447]    0.0    0.00    0.00       1         systemMessage(int, char const*, ...) [447]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[448]    0.0    0.00    0.00       1         ReadPrefString(char const*, char const*) [448]
                0.00    0.00       1/155         LoadConfigFile() [366]
                0.00    0.00       1/91          iniparser_getstring [100]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[449]    0.0    0.00    0.00       1         ValidateConfig() [449]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[450]    0.0    0.00    0.00       1         soundSetEnable(int) [450]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[451]    0.0    0.00    0.00       1         soundSetVolume(float) [451]
-----------------------------------------------
                0.00    0.00       1/1           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[452]    0.0    0.00    0.00       1         utilIsGBAImage(char const*) [452]
-----------------------------------------------
                0.00    0.00       1/1           utilGBAFindSave(int) [55]
[453]    0.0    0.00    0.00       1         rtcEnableRumble(bool) [453]
-----------------------------------------------
                0.00    0.00       1/1           soundInit() [733]
[454]    0.0    0.00    0.00       1         systemSoundInit() [454]
                0.00    0.00       1/1           soundShutdown() [446]
                0.00    0.00       1/1           SoundSDL::SoundSDL() [484]
-----------------------------------------------
                0.00    0.00       1/1           sdlReadBattery() [585]
[455]    0.0    0.00    0.00       1         CPUReadBatteryFile(char const*) [455]
-----------------------------------------------
                0.00    0.00       1/1           CPUReset() [89]
[456]    0.0    0.00    0.00       1         CheckEReaderRegion() [456]
-----------------------------------------------
                0.00    0.00       1/1           SoundSDL::write(unsigned short*, int) [328]
[457]    0.0    0.00    0.00       1         soundGetSampleRate() [457]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[458]    0.0    0.00    0.00       1         soundSetSampleRate(long) [458]
-----------------------------------------------
                0.00    0.00       1/1           sdlWriteBattery() [610]
[459]    0.0    0.00    0.00       1         CPUWriteBatteryFile(char const*) [459]
                0.00    0.00       1/1           systemMessage(int, char const*, ...) [447]
-----------------------------------------------
                0.00    0.00       1/1           sdlWriteBattery() [610]
[460]    0.0    0.00    0.00       1         systemScreenMessage(char const*) [460]
-----------------------------------------------
                0.00    0.00       1/1           LoadConfig() [488]
[461]    0.0    0.00    0.00       1         gbSoundSetDeclicking(bool) [461]
-----------------------------------------------
                0.00    0.00       1/1           CPUReset() [89]
[462]    0.0    0.00    0.00       1         rtcReset() [462]
-----------------------------------------------
                0.00    0.00       1/1           CPULoadRom(char const*) [487]
[463]    0.0    0.00    0.00       1         utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
                0.00    0.00       1/2           fex_open [107]
                0.00    0.00       1/2           fex_name [106]
                0.00    0.00       1/2           utilStripDoubleExtension(char const*, char*) [418]
                0.00    0.00       1/3           applyPatch(char const*, unsigned char**, int*) [403]
                0.00    0.00       1/1           utilIsGBAImage(char const*) [452]
                0.00    0.00       1/2           fex_done [104]
                0.00    0.00       1/1           fex_size [109]
                0.00    0.00       1/2           fex_t::stat() [431]
                0.00    0.00       1/1           fex_stat [110]
                0.00    0.00       1/3           Data_Reader::read(void*, int) <cycle 2> [398]
                0.00    0.00       1/1           fex_read [108]
                0.00    0.00       1/2           Binary_Extractor::~Binary_Extractor() [429]
                0.00    0.00       1/2           fex_close [103]
-----------------------------------------------
                0.00    0.00       1/1           CPULoadRom(char const*) [487]
[464]    0.0    0.00    0.00       1         flashInit() [464]
-----------------------------------------------
                0.00    0.00       1/1           thumbExecute() [3]
[465]    0.0    0.00    0.00       1         thumb08_0C(unsigned int) [465]
-----------------------------------------------
                0.00    0.00       1/1           remake_stereo_buffer() [467]
[466]    0.0    0.00    0.00       1         apply_muting() [466]
                0.00    0.00       4/4           Gb_Apu::set_output(Blip_Buffer*, Blip_Buffer*, Blip_Buffer*, int) [402]
                0.00    0.00       2/18          Gba_Pcm::apply_control(int) [379]
-----------------------------------------------
                0.00    0.00       1/1           soundReset() [97]
[467]    0.0    0.00    0.00       1         remake_stereo_buffer() [467]
                0.00    0.00       4/25          Blip_Synth_::volume_unit(double) [375]
                0.00    0.00       3/5           Blip_Synth_::treble_eq(blip_eq_t const&) [391]
                0.00    0.00       2/3           Gb_Apu::reset(Gb_Apu::mode_t, bool) [412]
                0.00    0.00       1/1           Stereo_Buffer::Stereo_Buffer() [472]
                0.00    0.00       1/1           Stereo_Buffer::set_sample_rate(long, int) [470]
                0.00    0.00       1/1           Stereo_Buffer::clock_rate(long) [469]
                0.00    0.00       1/1           apply_muting() [466]
                0.00    0.00       1/3           Gb_Apu::volume(double) [413]
                0.00    0.00       1/1           Gb_Apu::Gb_Apu() [481]
-----------------------------------------------
                0.00    0.00       1/1           Binary_Extractor::stat_v() [475]
[468]    0.0    0.00    0.00       1         File_Reader::seek(int) [468]
-----------------------------------------------
                0.00    0.00       1/1           remake_stereo_buffer() [467]
[469]    0.0    0.00    0.00       1         Stereo_Buffer::clock_rate(long) [469]
                0.00    0.00       3/3           Blip_Buffer::clock_rate_factor(long) const [414]
-----------------------------------------------
                0.00    0.00       1/1           remake_stereo_buffer() [467]
[470]    0.0    0.00    0.00       1         Stereo_Buffer::set_sample_rate(long, int) [470]
                0.00    0.00       3/3           Blip_Buffer::set_sample_rate(long, int) [404]
-----------------------------------------------
                0.00    0.00       1/1           soundReset() [97]
[471]    0.0    0.00    0.00       1         Stereo_Buffer::clear() [471]
                0.00    0.00       2/3           Blip_Buffer::clear(int) [405]
-----------------------------------------------
                0.00    0.00       1/1           remake_stereo_buffer() [467]
[472]    0.0    0.00    0.00       1         Stereo_Buffer::Stereo_Buffer() [472]
                0.00    0.00       3/3           Blip_Buffer::Blip_Buffer() [406]
-----------------------------------------------
                0.00    0.00       1/1           soundShutdown() [446]
[473]    0.0    0.00    0.00       1         Stereo_Buffer::~Stereo_Buffer() [473]
                0.00    0.00       3/3           Blip_Buffer::~Blip_Buffer() [407]
-----------------------------------------------
                0.00    0.00       1/1           fex_t::close() [432]
[474]    0.0    0.00    0.00       1         Std_File_Reader::~Std_File_Reader() [474]
-----------------------------------------------
                0.00    0.00       1/1           fex_t::stat() [431]
[475]    0.0    0.00    0.00       1         Binary_Extractor::stat_v() [475]
                0.00    0.00       1/1           fex_t::open_arc_file(bool) [478]
                0.00    0.00       1/1           File_Reader::seek(int) [468]
                0.00    0.00       1/3           fex_t::set_name(char const*, wchar_t const*) [411]
                0.00    0.00       1/1           fex_t::set_info(int, unsigned int, unsigned int) [480]
-----------------------------------------------
                0.00    0.00       1/1           fex_t::read_v(void*, int) <cycle 2> [479]
[476]    0.0    0.00    0.00       1         Binary_Extractor::extract_v(void*, int) [476]
-----------------------------------------------
                0.00    0.00       1/1           SoundSDL::SoundSDL() [484]
[477]    0.0    0.00    0.00       1         Array<unsigned short>::Array(unsigned long) [477]
-----------------------------------------------
                0.00    0.00       1/1           Binary_Extractor::stat_v() [475]
[478]    0.0    0.00    0.00       1         fex_t::open_arc_file(bool) [478]
                0.00    0.00       1/3           Std_File_Reader::Std_File_Reader() [410]
                0.00    0.00       1/3           Std_File_Reader::open(char const*) [408]
-----------------------------------------------
                                   1             Data_Reader::read(void*, int) <cycle 2> [398]
[479]    0.0    0.00    0.00       1         fex_t::read_v(void*, int) <cycle 2> [479]
                0.00    0.00       1/1           Binary_Extractor::extract_v(void*, int) [476]
                                   1             Data_Reader::read(void*, int) <cycle 2> [398]
-----------------------------------------------
                0.00    0.00       1/1           Binary_Extractor::stat_v() [475]
[480]    0.0    0.00    0.00       1         fex_t::set_info(int, unsigned int, unsigned int) [480]
-----------------------------------------------
                0.00    0.00       1/1           remake_stereo_buffer() [467]
[481]    0.0    0.00    0.00       1         Gb_Apu::Gb_Apu() [481]
                0.00    0.00       2/2           Blip_Synth_::Blip_Synth_(short*, int) [425]
-----------------------------------------------
                0.00    0.00       1/1           soundReset() [97]
[482]    0.0    0.00    0.00       1         SoundSDL::reset() [482]
-----------------------------------------------
                0.00    0.00       1/1           flush_samples(Multi_Buffer*) [313]
[483]    0.0    0.00    0.00       1         SoundSDL::resume() [483]
-----------------------------------------------
                0.00    0.00       1/1           systemSoundInit() [454]
[484]    0.0    0.00    0.00       1         SoundSDL::SoundSDL() [484]
                0.00    0.00       1/1           Array<unsigned short>::Array(unsigned long) [477]
-----------------------------------------------
                0.00    0.00       1/1           soundShutdown() [446]
[485]    0.0    0.00    0.00       1         SoundSDL::~SoundSDL() [485]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [436] _GLOBAL__sub_I_debugger [258] CPUReadByte(unsigned int) [227] thumbDA(unsigned int)
 [437] _GLOBAL__sub_I_dexp_result [195] CPUReadByte(unsigned int) [212] thumbDB(unsigned int)
 [438] _GLOBAL__sub_I_inBios  [91] CPUWriteByte(unsigned int, unsigned char) [200] thumbDC(unsigned int)
 [439] _GLOBAL__sub_I_remotePort [281] CPUWriteByte(unsigned int, unsigned char) [45] thumbDD(unsigned int)
 [440] _GLOBAL__sub_I_soundDriver [466] apply_muting()   [300] thumbDF(unsigned int)
 [357] FileExists(char const*) [269] CPUReadMemory(unsigned int) [46] thumbE0(unsigned int)
 [403] applyPatch(char const*, unsigned char**, int*) [34] CPUReadMemory(unsigned int) [67] thumbF0(unsigned int)
 [393] applyTimer()          [203] CPUReadMemory(unsigned int) [63] thumbF4(unsigned int)
   [5] armExecute()          [185] CPUWriteMemory(unsigned int, unsigned int) [18] thumbF8(unsigned int)
 [441] eepromInit()          [205] CPUWriteMemory(unsigned int, unsigned int) [209] thumb18_0(unsigned int)
 [442] flashReset()          [261] CPUReadHalfWord(unsigned int) [64] thumb18_1(unsigned int)
  [61] soundEvent(unsigned int, unsigned char) [292] CPUReadHalfWord(unsigned int) [73] thumb18_2(unsigned int)
  [30] soundEvent(unsigned int, unsigned short) [256] CPUWriteHalfWord(unsigned int, unsigned short) [234] thumb18_3(unsigned int)
  [97] soundReset()          [275] CPUWriteHalfWord(unsigned int, unsigned short) [50] thumb18_4(unsigned int)
 [377] BIOS_CpuSet()          [56] thumbUnknownInsn(unsigned int) [301] thumb18_5(unsigned int)
  [17] CPUCheckDMA(int, int) [467] remake_stereo_buffer() [255] thumb18_6(unsigned int)
 [381] ReadPrefHex(char const*) [338] arm000(unsigned int) [320] thumb1A_0(unsigned int)
 [415] ReadPrefHex(char const*, int) [339] arm002(unsigned int) [282] thumb1A_1(unsigned int)
 [443] SetSaveType(int)       [37] arm009(unsigned int)  [235] thumb1A_2(unsigned int)
 [387] interp_rate()          [94] arm010(unsigned int)  [397] thumb1A_3(unsigned int)
   [4] rtcReadGame(gzFile_s*) [343] arm020(unsigned int) [319] thumb1A_4(unsigned int)
 [444] sdlFindFile(char const*) [198] arm040(unsigned int) [286] thumb1A_5(unsigned int)
 [330] systemFrame()          [85] arm050(unsigned int)  [268] thumb1A_6(unsigned int)
 [445] flashSetSize(int)     [189] arm080(unsigned int)  [351] thumb1A_7(unsigned int)
  [20] psoundTickfn()         [57] arm082(unsigned int)   [32] thumb1C_0(unsigned int)
 [188] rtcIsEnabled()        [192] arm084(unsigned int)   [47] thumb1C_1(unsigned int)
   [3] thumbExecute()        [187] arm086(unsigned int)   [84] thumb1C_2(unsigned int)
 [277] CPUSwitchMode(int, bool) [355] arm089(unsigned int) [75] thumb1C_3(unsigned int)
 [266] CPUSwitchMode(int, bool, bool) [96] arm090(unsigned int) [384] thumb1C_4(unsigned int)
 [276] CPUUpdateCPSR()       [245] arm0DD(unsigned int)  [382] thumb1C_6(unsigned int)
 [313] flush_samples(Multi_Buffer*) [306] arm100(unsigned int) [236] thumb1E_1(unsigned int)
 [446] soundShutdown()       [284] arm120(unsigned int)  [318] thumb1E_2(unsigned int)
 [447] systemMessage(int, char const*, ...) [90] arm121(unsigned int) [62] thumb40_0(unsigned int)
 [283] CPUUpdateFlags()      [307] arm140(unsigned int)  [225] thumb40_1(unsigned int)
 [363] FindConfigFile(char const*) [344] arm14B(unsigned int) [356] thumb40_3(unsigned int)
 [366] LoadConfigFile()      [309] arm15B(unsigned int)   [80] thumb41_0(unsigned int)
 [448] ReadPrefString(char const*, char const*) [308] arm160(unsigned int) [222] thumb42_0(unsigned int)
 [449] ValidateConfig()      [271] arm1A0(unsigned int)   [49] thumb42_1(unsigned int)
 [416] agbPrintEnable(bool)  [369] arm1A2(unsigned int)  [196] thumb42_2(unsigned int)
 [450] soundSetEnable(int)   [367] arm1A7(unsigned int)  [217] thumb42_3(unsigned int)
 [451] soundSetVolume(float) [348] arm1B0(unsigned int)  [190] thumb43_0(unsigned int)
 [365] system10Frames(int)   [193] arm1B2(unsigned int)   [76] thumb43_1(unsigned int)
 [371] systemGetClock()      [242] arm1BD(unsigned int)  [259] thumb43_2(unsigned int)
 [452] utilIsGBAImage(char const*) [340] arm1C0(unsigned int) [265] thumb43_3(unsigned int)
 [388] BIOS_CpuFastSet()      [87] arm1CB(unsigned int)  [233] thumb44_1(unsigned int)
 [305] CPUUpdateRender()     [341] arm1DB(unsigned int)  [221] thumb44_2(unsigned int)
