Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[359]    0.0    0.00    0.00     603         thumb3B(unsigned int) [359]
-----------------------------------------------
                0.00    0.00     456/456         thumbExecute() [3]
[360]    0.0    0.00    0.00     456         thumb00_07(unsigned int) [360]
-----------------------------------------------
                0.00    0.00     409/409         soundEvent(unsigned int, unsigned char) [61]
[361]    0.0    0.00    0.00     409         Gb_Apu::apply_stereo() [361]
-----------------------------------------------
                0.00    0.00     384/384         thumbExecute() [3]
[362]    0.0    0.00    0.00     384         thumb10_02(unsigned int) [362]
-----------------------------------------------
                0.00    0.00       2/312         SaveConfigFile() [571]
                0.00    0.00     310/312         LoadConfigFile() [366]
[363]    0.0    0.00    0.00     312         FindConfigFile(char const*) [363]
                0.00    0.00    1248/1248        FileExists(char const*) [357]
-----------------------------------------------
                0.00    0.00     312/312         thumbExecute() [3]
[364]    0.0    0.00    0.00     312         thumb00_06(unsigned int) [364]
-----------------------------------------------
                0.00    0.00     202/202         CPULoop(int) [1]
[365]    0.0    0.00    0.00     202         system10Frames(int) [365]
-----------------------------------------------
                                  15             LoadConfigFile() [366]
                0.00    0.00       1/155         ReadPrefString(char const*, char const*) [448]
                0.00    0.00       2/155         ReadPrefHex(char const*, int) [415]
                0.00    0.00      15/155         LoadConfig() [488]
                0.00    0.00      64/155         ReadPref(char const*, int) [370]
                0.00    0.00      73/155         ReadPrefHex(char const*) [381]
[366]    0.0    0.00    0.00     155+15      LoadConfigFile() [366]
                0.00    0.00     310/312         FindConfigFile(char const*) [363]
                0.00    0.00      15/91          iniparser_getstring [100]
                                  15             LoadConfigFile() [366]
-----------------------------------------------
                0.00    0.00     150/150         armExecute() [5]
[367]    0.0    0.00    0.00     150         arm1A7(unsigned int) [367]
-----------------------------------------------
                0.00    0.00      48/144         Gb_Apu::write_register(int, unsigned int, int) [60]
                0.00    0.00      96/144         Gb_Apu::reset(Gb_Apu::mode_t, bool) [412]
[368]    0.0    0.00    0.00     144         Gb_Wave::access(unsigned int) const [368]
-----------------------------------------------
                0.00    0.00      75/75          armExecute() [5]
[369]    0.0    0.00    0.00      75         arm1A2(unsigned int) [369]
-----------------------------------------------
                0.00    0.00      64/64          LoadConfig() [488]
[370]    0.0    0.00    0.00      64         ReadPref(char const*, int) [370]
                0.00    0.00      64/155         LoadConfigFile() [366]
                0.00    0.00      64/64          iniparser_getint [101]
-----------------------------------------------
                0.00    0.00       1/34          CPUReset() [89]
                0.00    0.00      33/34          CPULoop(int) [1]
[371]    0.0    0.00    0.00      34         systemGetClock() [371]
-----------------------------------------------
                0.00    0.00      33/33          CPULoop(int) [1]
[372]    0.0    0.00    0.00      33         systemShowSpeed(int) [372]
-----------------------------------------------
                0.00    0.00      32/32          Gb_Apu::reset_regs() [385]
[373]    0.0    0.00    0.00      32         Gb_Osc::reset() [373]
-----------------------------------------------
                0.00    0.00      31/31          thumbExecute() [3]
[374]    0.0    0.00    0.00      31         thumb08_0B(unsigned int) [374]
-----------------------------------------------
                0.00    0.00       1/25          soundEvent(unsigned int, unsigned char) [61]
                0.00    0.00       1/25          CPUWriteByte(unsigned int, unsigned char) [91]
                0.00    0.00       2/25          Gb_Apu::volume(double) [413]
                0.00    0.00       3/25          Gb_Apu::reset(Gb_Apu::mode_t, bool) [412]
                0.00    0.00       4/25          remake_stereo_buffer() [467]
                0.00    0.00       6/25          Gb_Apu::write_register(int, unsigned int, int) [60]
                0.00    0.00       8/25          Gb_Apu::reset_regs() [385]
[375]    0.0    0.00    0.00      25         Blip_Synth_::volume_unit(double) [375]
                0.00    0.00       2/5           Blip_Synth_::treble_eq(blip_eq_t const&) [391]
-----------------------------------------------
                0.00    0.00      24/24          Gb_Apu::write_register(int, unsigned int, int) [60]
[376]    0.0    0.00    0.00      24         Gb_Apu::silence_osc(Gb_Osc&) [376]
-----------------------------------------------
                0.00    0.00      23/23          thumbExecute() [3]
[377]    0.0    0.00    0.00      23         BIOS_CpuSet() [377]
                0.00    0.00    2125/18296       CPUReadHalfWord(unsigned int) [261]
                0.00    0.00     645/14670       CPUReadMemory(unsigned int) [269]
-----------------------------------------------
                0.00    0.00      19/19          thumbExecute() [3]
[378]    0.0    0.00    0.00      19         thumb00_0B(unsigned int) [378]
-----------------------------------------------
                0.00    0.00       1/18          soundReset() [97]
                0.00    0.00       2/18          apply_muting() [466]
                0.00    0.00       2/18          CPUWriteByte(unsigned int, unsigned char) [91]
                0.00    0.00       2/18          CPUUpdateRegister(unsigned int, unsigned short) [31]
                0.00    0.00       2/18          CPUReset() [89]
                0.00    0.00       4/18          Gba_Pcm_Fifo::write_control(int) [399]
                0.00    0.00       5/18          soundEvent(unsigned int, unsigned char) [61]
[379]    0.0    0.00    0.00      18         Gba_Pcm::apply_control(int) [379]
-----------------------------------------------
                0.00    0.00       2/16          fex_t::~fex_t() [434]
                0.00    0.00       2/16          Binary_Extractor::~Binary_Extractor() [429]
                0.00    0.00       4/16          fex_t::fex_t(fex_type_t_ const*) [433]
                0.00    0.00       4/16          fex_t::open(char const*) [430]
                0.00    0.00       4/16          fex_t::close() [432]
[380]    0.0    0.00    0.00      16         blargg_vector_::clear() [380]
-----------------------------------------------
                0.00    0.00      11/11          LoadConfig() [488]
[381]    0.0    0.00    0.00      11         ReadPrefHex(char const*) [381]
                0.00    0.00      73/155         LoadConfigFile() [366]
                0.00    0.00      73/91          iniparser_getstring [100]
-----------------------------------------------
                0.00    0.00      10/10          thumbExecute() [3]
[382]    0.0    0.00    0.00      10         thumb1C_6(unsigned int) [382]
-----------------------------------------------
                0.00    0.00       8/8           thumbExecute() [3]
[383]    0.0    0.00    0.00       8         thumb00_1C(unsigned int) [383]
-----------------------------------------------
                0.00    0.00       8/8           thumbExecute() [3]
[384]    0.0    0.00    0.00       8         thumb1C_4(unsigned int) [384]
-----------------------------------------------
                0.00    0.00       3/8           Gb_Apu::reset(Gb_Apu::mode_t, bool) [412]
                0.00    0.00       5/8           Gb_Apu::write_register(int, unsigned int, int) [60]
[385]    0.0    0.00    0.00       8         Gb_Apu::reset_regs() [385]
                0.00    0.00      32/32          Gb_Osc::reset() [373]
                0.00    0.00       8/25          Blip_Synth_::volume_unit(double) [375]
-----------------------------------------------
                0.00    0.00       7/7           thumbExecute() [3]
[386]    0.0    0.00    0.00       7         thumb00_0C(unsigned int) [386]
-----------------------------------------------
